연도,주차,연령대,의사환자 분율,입원환자 수,인플루엔자 검출률,예방접종률,응급실 인플루엔자 환자,아형
2019.0,38.0,65-69세,,,,0.0,,A(H1N1)pdm09
2019.0,38.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2019.0,38.0,65세이상,1.4,3.0,0.0,,8.0,A(H1N1)pdm09
2019.0,38.0,7-12세,4.1,10.0,0.0,,8.0,A(H1N1)pdm09
2019.0,38.0,70-74세,,,,0.0,,A(H1N1)pdm09
2019.0,38.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2019.0,38.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,39.0,0-6세,,,1.3,,,A(H3N2)
2019.0,39.0,0세,2.1,0.0,,,0.0,A(H3N2)
2019.0,39.0,1-6세,6.3,2.0,,,12.0,A(H3N2)
2019.0,39.0,13-18세,4.7,1.0,0.0,,3.0,A(H3N2)
2019.0,39.0,19-49세,3.7,1.0,2.0,,23.0,A(H3N2)
2019.0,39.0,50-64세,2.2,0.0,0.0,,10.0,A(H3N2)
2019.0,39.0,65-69세,,,,0.0,,A(H3N2)
2019.0,39.0,65세 이상,,,,0.0,,A(H3N2)
2019.0,39.0,65세이상,1.2,5.0,4.0,,9.0,A(H3N2)
2019.0,39.0,7-12세,4.3,10.0,0.0,,10.0,A(H3N2)
2019.0,39.0,70-74세,,,,0.0,,A(H3N2)
2019.0,39.0,75세 이상,,,,0.0,,A(H3N2)
2019.0,39.0,연령미상,,,,,0.0,A(H3N2)
2019.0,40.0,0-6세,,,3.4,,,A(H1N1)pdm09
2019.0,40.0,0세,1.8,1.0,,,3.0,A(H1N1)pdm09
2019.0,40.0,1-6세,6.0,15.0,,,15.0,A(H1N1)pdm09
2019.0,40.0,13-18세,3.3,2.0,0.0,,4.0,A(H1N1)pdm09
2019.0,40.0,19-49세,4.0,6.0,0.0,,43.0,A(H1N1)pdm09
2019.0,40.0,50-64세,2.5,2.0,0.0,,17.0,A(H1N1)pdm09
2019.0,40.0,65-69세,,,,0.0,,A(H1N1)pdm09
2019.0,40.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2019.0,40.0,65세이상,1.4,4.0,0.0,,8.0,A(H1N1)pdm09
2019.0,40.0,7-12세,4.8,16.0,0.0,,15.0,A(H1N1)pdm09
2019.0,40.0,70-74세,,,,0.0,,A(H1N1)pdm09
2019.0,40.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2019.0,40.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,41.0,0-6세,,,5.0,,,A(H1N1)pdm09
2019.0,41.0,0세,2.8,5.0,,,7.0,A(H1N1)pdm09
2019.0,41.0,1-6세,5.6,10.0,,,24.0,A(H1N1)pdm09
2019.0,41.0,13-18세,3.1,3.0,10.0,,6.0,A(H1N1)pdm09
2019.0,41.0,19-49세,5.6,8.0,2.2,,62.0,A(H1N1)pdm09
2019.0,41.0,50-64세,3.2,2.0,0.0,,14.0,A(H1N1)pdm09
2019.0,41.0,65-69세,,,,0.0,,A(H1N1)pdm09
2019.0,41.0,65세 이상,,,,0.0,,A(H1N1)pdm09
2019.0,41.0,65세이상,1.4,5.0,0.0,,14.0,A(H1N1)pdm09
2019.0,41.0,7-12세,5.5,18.0,4.2,,17.0,A(H1N1)pdm09
2019.0,41.0,70-74세,,,,0.0,,A(H1N1)pdm09
2019.0,41.0,75세 이상,,,,0.0,,A(H1N1)pdm09
2019.0,41.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,42.0,0-6세,,,4.4,,,A(H1N1)pdm09
2019.0,42.0,0세,1.2,4.0,,,0.0,A(H1N1)pdm09
2019.0,42.0,1-6세,6.2,16.0,,,69.0,A(H1N1)pdm09
2019.0,42.0,13-18세,6.1,4.0,11.1,,12.0,A(H1N1)pdm09
2019.0,42.0,19-49세,6.7,10.0,0.0,,90.0,A(H1N1)pdm09
2019.0,42.0,50-64세,3.2,7.0,0.0,,21.0,A(H1N1)pdm09
2019.0,42.0,65-69세,,,,11.4,,A(H1N1)pdm09
2019.0,42.0,65세 이상,,,,33.8,,A(H1N1)pdm09
2019.0,42.0,65세이상,0.7,11.0,3.4,,28.0,A(H1N1)pdm09
2019.0,42.0,7-12세,6.7,28.0,8.0,,41.0,A(H1N1)pdm09
2019.0,42.0,70-74세,,,,17.1,,A(H1N1)pdm09
2019.0,42.0,75세 이상,,,,59.4,,A(H1N1)pdm09
2019.0,42.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,43.0,0-6세,,,4.3,,,A(H1N1)pdm09
2019.0,43.0,0세,2.5,4.0,,,5.0,A(H1N1)pdm09
2019.0,43.0,1-6세,6.7,21.0,,,127.0,A(H1N1)pdm09
2019.0,43.0,13-18세,4.5,0.0,0.0,,11.0,A(H1N1)pdm09
2019.0,43.0,19-49세,4.9,15.0,0.0,,104.0,A(H1N1)pdm09
2019.0,43.0,50-64세,2.6,1.0,2.6,,27.0,A(H1N1)pdm09
2019.0,43.0,65-69세,,,,49.5,,A(H1N1)pdm09
2019.0,43.0,65세 이상,,,,65.5,,A(H1N1)pdm09
2019.0,43.0,65세이상,1.2,14.0,0.0,,26.0,A(H1N1)pdm09
2019.0,43.0,7-12세,7.2,35.0,12.9,,61.0,A(H1N1)pdm09
2019.0,43.0,70-74세,,,,64.8,,A(H1N1)pdm09
2019.0,43.0,75세 이상,,,,77.6,,A(H1N1)pdm09
2019.0,43.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,44.0,0-6세,,,6.9,,,A(H1N1)pdm09
2019.0,44.0,0세,3.0,7.0,,,14.0,A(H1N1)pdm09
2019.0,44.0,1-6세,8.4,12.0,,,208.0,A(H1N1)pdm09
2019.0,44.0,13-18세,5.8,1.0,7.7,,21.0,A(H1N1)pdm09
2019.0,44.0,19-49세,5.1,10.0,0.0,,150.0,A(H1N1)pdm09
2019.0,44.0,50-64세,3.0,5.0,2.7,,29.0,A(H1N1)pdm09
2019.0,44.0,65-69세,,,,63.0,,A(H1N1)pdm09
2019.0,44.0,65세 이상,,,,75.1,,A(H1N1)pdm09
2019.0,44.0,65세이상,1.7,25.0,0.0,,30.0,A(H1N1)pdm09
2019.0,44.0,7-12세,11.6,32.0,16.7,,123.0,A(H1N1)pdm09
2019.0,44.0,70-74세,,,,76.2,,A(H1N1)pdm09
2019.0,44.0,75세 이상,,,,83.2,,A(H1N1)pdm09
2019.0,44.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,45.0,0-6세,,,8.7,,,A(H1N1)pdm09
2019.0,45.0,0세,5.1,8.0,,,17.0,A(H1N1)pdm09
2019.0,45.0,1-6세,10.4,20.0,,,275.0,A(H1N1)pdm09
2019.0,45.0,13-18세,8.0,1.0,11.1,,30.0,A(H1N1)pdm09
2019.0,45.0,19-49세,5.9,11.0,5.4,,211.0,A(H1N1)pdm09
2019.0,45.0,50-64세,3.0,7.0,0.0,,63.0,A(H1N1)pdm09
2019.0,45.0,65-69세,,,,68.9,,A(H1N1)pdm09
2019.0,45.0,65세 이상,,,,79.0,,A(H1N1)pdm09
2019.0,45.0,65세이상,2.1,6.0,0.0,,50.0,A(H1N1)pdm09
2019.0,45.0,7-12세,13.2,47.0,16.1,,168.0,A(H1N1)pdm09
2019.0,45.0,70-74세,,,,80.5,,A(H1N1)pdm09
2019.0,45.0,75세 이상,,,,85.4,,A(H1N1)pdm09
2019.0,45.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,46.0,0-6세,,,3.9,,,A(H1N1)pdm09
2019.0,46.0,0세,4.3,15.0,,,31.0,A(H1N1)pdm09
2019.0,46.0,1-6세,11.5,24.0,,,322.0,A(H1N1)pdm09
2019.0,46.0,13-18세,8.0,4.0,0.0,,38.0,A(H1N1)pdm09
2019.0,46.0,19-49세,7.0,23.0,2.3,,281.0,A(H1N1)pdm09
2019.0,46.0,50-64세,3.8,7.0,2.4,,67.0,A(H1N1)pdm09
2019.0,46.0,65-69세,,,,72.4,,A(H1N1)pdm09
2019.0,46.0,65세 이상,,,,81.0,,A(H1N1)pdm09
2019.0,46.0,65세이상,1.8,25.0,0.0,,58.0,A(H1N1)pdm09
2019.0,46.0,7-12세,19.7,51.0,16.1,,195.0,A(H1N1)pdm09
2019.0,46.0,70-74세,,,,82.7,,A(H1N1)pdm09
2019.0,46.0,75세 이상,,,,86.4,,A(H1N1)pdm09
2019.0,46.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,47.0,0-6세,,,12.0,,,A(H1N1)pdm09
2019.0,47.0,0세,5.6,9.0,,,35.0,A(H1N1)pdm09
2019.0,47.0,1-6세,13.1,38.0,,,379.0,A(H1N1)pdm09
2019.0,47.0,13-18세,13.7,14.0,22.2,,77.0,A(H1N1)pdm09
2019.0,47.0,19-49세,9.4,32.0,14.5,,434.0,A(H1N1)pdm09
2019.0,47.0,50-64세,3.7,14.0,3.3,,96.0,A(H1N1)pdm09
2019.0,47.0,65-69세,,,,74.8,,A(H1N1)pdm09
2019.0,47.0,65세 이상,,,,82.4,,A(H1N1)pdm09
2019.0,47.0,65세이상,1.8,17.0,0.0,,65.0,A(H1N1)pdm09
2019.0,47.0,7-12세,24.1,43.0,47.4,,312.0,A(H1N1)pdm09
2019.0,47.0,70-74세,,,,84.1,,A(H1N1)pdm09
2019.0,47.0,75세 이상,,,,87.1,,A(H1N1)pdm09
2019.0,47.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,48.0,0-6세,,,13.8,,,A(H1N1)pdm09
2019.0,48.0,0세,7.0,17.0,,,51.0,A(H1N1)pdm09
2019.0,48.0,1-6세,18.0,59.0,,,614.0,A(H1N1)pdm09
2019.0,48.0,13-18세,20.7,17.0,6.3,,124.0,A(H1N1)pdm09
2019.0,48.0,19-49세,9.4,43.0,10.9,,696.0,A(H1N1)pdm09
2019.0,48.0,50-64세,4.6,16.0,4.3,,143.0,A(H1N1)pdm09
2019.0,48.0,65-69세,,,,75.4,,A(H1N1)pdm09
2019.0,48.0,65세 이상,,,,82.8,,A(H1N1)pdm09
2019.0,48.0,65세이상,2.2,30.0,0.0,,119.0,A(H1N1)pdm09
2019.0,48.0,7-12세,35.2,52.0,34.5,,514.0,A(H1N1)pdm09
2019.0,48.0,70-74세,,,,84.4,,A(H1N1)pdm09
2019.0,48.0,75세 이상,,,,87.2,,A(H1N1)pdm09
2019.0,48.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,49.0,0-6세,,,21.4,,,A(H1N1)pdm09
2019.0,49.0,0세,6.9,17.0,,,78.0,A(H1N1)pdm09
2019.0,49.0,1-6세,25.2,94.0,,,809.0,A(H1N1)pdm09
2019.0,49.0,13-18세,21.4,25.0,16.7,,222.0,A(H1N1)pdm09
2019.0,49.0,19-49세,17.0,77.0,11.5,,1151.0,A(H1N1)pdm09
2019.0,49.0,50-64세,7.5,34.0,12.8,,250.0,A(H1N1)pdm09
2019.0,49.0,65-69세,,,,75.8,,A(H1N1)pdm09
2019.0,49.0,65세 이상,,,,83.0,,A(H1N1)pdm09
2019.0,49.0,65세이상,3.4,34.0,0.0,,179.0,A(H1N1)pdm09
2019.0,49.0,7-12세,59.5,89.0,37.7,,721.0,A(H1N1)pdm09
2019.0,49.0,70-74세,,,,84.6,,A(H1N1)pdm09
2019.0,49.0,75세 이상,,,,87.3,,A(H1N1)pdm09
2019.0,49.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,50.0,0-6세,,,14.8,,,A(H1N1)pdm09
2019.0,50.0,0세,9.5,47.0,,,153.0,A(H1N1)pdm09
2019.0,50.0,1-6세,34.1,154.0,,,1434.0,A(H1N1)pdm09
2019.0,50.0,13-18세,38.8,44.0,7.7,,484.0,A(H1N1)pdm09
2019.0,50.0,19-49세,24.3,125.0,14.5,,2130.0,A(H1N1)pdm09
2019.0,50.0,50-64세,13.1,63.0,9.6,,551.0,A(H1N1)pdm09
2019.0,50.0,65-69세,,,,76.1,,A(H1N1)pdm09
2019.0,50.0,65세 이상,,,,83.1,,A(H1N1)pdm09
2019.0,50.0,65세이상,5.1,108.0,5.6,,305.0,A(H1N1)pdm09
2019.0,50.0,7-12세,87.9,167.0,45.9,,1262.0,A(H1N1)pdm09
2019.0,50.0,70-74세,,,,84.7,,A(H1N1)pdm09
2019.0,50.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2019.0,50.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,51.0,0-6세,,,22.9,,,A(H1N1)pdm09
2019.0,51.0,0세,12.7,47.0,,,227.0,A(H1N1)pdm09
2019.0,51.0,1-6세,47.7,199.0,,,2274.0,A(H1N1)pdm09
2019.0,51.0,13-18세,61.3,52.0,50.0,,748.0,A(H1N1)pdm09
2019.0,51.0,19-49세,35.4,180.0,25.0,,3340.0,A(H1N1)pdm09
2019.0,51.0,50-64세,16.4,144.0,24.4,,882.0,A(H1N1)pdm09
2019.0,51.0,65-69세,,,,76.3,,A(H1N1)pdm09
2019.0,51.0,65세 이상,,,,83.2,,A(H1N1)pdm09
2019.0,51.0,65세이상,6.0,206.0,12.1,,566.0,A(H1N1)pdm09
2019.0,51.0,7-12세,102.2,212.0,31.7,,1986.0,A(H1N1)pdm09
2019.0,51.0,70-74세,,,,84.8,,A(H1N1)pdm09
2019.0,51.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2019.0,51.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,52.0,0-6세,,,29.7,,,A(H1N1)pdm09
2019.0,52.0,0세,17.6,69.0,,,421.0,A(H1N1)pdm09
2019.0,52.0,1-6세,60.5,175.0,,,3717.0,A(H1N1)pdm09
2019.0,52.0,13-18세,91.1,68.0,53.3,,1497.0,A(H1N1)pdm09
2019.0,52.0,19-49세,48.7,307.0,37.2,,6996.0,A(H1N1)pdm09
2019.0,52.0,50-64세,23.2,194.0,25.0,,1983.0,A(H1N1)pdm09
2019.0,52.0,65-69세,,,,76.4,,A(H1N1)pdm09
2019.0,52.0,65세 이상,,,,83.3,,A(H1N1)pdm09
2019.0,52.0,65세이상,8.1,272.0,21.9,,1116.0,A(H1N1)pdm09
2019.0,52.0,7-12세,128.8,315.0,53.6,,2908.0,A(H1N1)pdm09
2019.0,52.0,70-74세,,,,84.9,,A(H1N1)pdm09
2019.0,52.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2019.0,52.0,연령미상,,,,,0.0,A(H1N1)pdm09
2019.0,53.0,0-6세,,,29.7,,,A(H1N1)pdm09
2019.0,53.0,0세,17.6,69.0,,,421.0,A(H1N1)pdm09
2019.0,53.0,1-6세,60.5,175.0,,,3717.0,A(H1N1)pdm09
2019.0,53.0,13-18세,91.1,68.0,53.3,,1497.0,A(H1N1)pdm09
2019.0,53.0,19-49세,48.7,307.0,37.2,,6996.0,A(H1N1)pdm09
2019.0,53.0,50-64세,23.2,194.0,25.0,,1983.0,A(H1N1)pdm09
2019.0,53.0,65-69세,,,,76.4,,A(H1N1)pdm09
2019.0,53.0,65세 이상,,,,83.3,,A(H1N1)pdm09
2019.0,53.0,65세이상,8.1,272.0,21.9,,1116.0,A(H1N1)pdm09
2019.0,53.0,7-12세,128.8,315.0,53.6,,2908.0,A(H1N1)pdm09
2019.0,53.0,70-74세,,,,84.9,,A(H1N1)pdm09
2019.0,53.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2019.0,53.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,1.0,0-6세,,,27.3,,,A(H1N1)pdm09
2020.0,1.0,0세,19.6,103.0,,,571.0,A(H1N1)pdm09
2020.0,1.0,1-6세,53.6,198.0,,,3430.0,A(H1N1)pdm09
2020.0,1.0,13-18세,93.6,97.0,59.3,,1717.0,A(H1N1)pdm09
2020.0,1.0,19-49세,55.1,397.0,50.0,,9668.0,A(H1N1)pdm09
2020.0,1.0,50-64세,30.0,258.0,42.0,,2941.0,A(H1N1)pdm09
2020.0,1.0,65-69세,,,,76.5,,A(H1N1)pdm09
2020.0,1.0,65세 이상,,,,83.3,,A(H1N1)pdm09
2020.0,1.0,65세이상,13.2,408.0,40.9,,1865.0,A(H1N1)pdm09
2020.0,1.0,7-12세,113.2,258.0,49.1,,2692.0,A(H1N1)pdm09
2020.0,1.0,70-74세,,,,84.9,,A(H1N1)pdm09
2020.0,1.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,1.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,2.0,0-6세,,,26.3,,,A(H1N1)pdm09
2020.0,2.0,0세,23.8,107.0,,,351.0,A(H1N1)pdm09
2020.0,2.0,1-6세,57.0,148.0,,,2536.0,A(H1N1)pdm09
2020.0,2.0,13-18세,83.1,60.0,56.5,,1030.0,A(H1N1)pdm09
2020.0,2.0,19-49세,61.3,380.0,43.0,,7120.0,A(H1N1)pdm09
2020.0,2.0,50-64세,30.0,272.0,48.1,,2297.0,A(H1N1)pdm09
2020.0,2.0,65-69세,,,,76.5,,A(H1N1)pdm09
2020.0,2.0,65세 이상,,,,83.4,,A(H1N1)pdm09
2020.0,2.0,65세이상,13.0,497.0,39.5,,1873.0,A(H1N1)pdm09
2020.0,2.0,7-12세,105.2,580.0,45.7,,1456.0,A(H1N1)pdm09
2020.0,2.0,70-74세,,,,84.9,,A(H1N1)pdm09
2020.0,2.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,2.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,3.0,0-6세,,,28.6,,,A(H1N1)pdm09
2020.0,3.0,0세,20.5,69.0,,,321.0,A(H1N1)pdm09
2020.0,3.0,1-6세,62.5,111.0,,,2859.0,A(H1N1)pdm09
2020.0,3.0,13-18세,65.8,41.0,33.3,,568.0,A(H1N1)pdm09
2020.0,3.0,19-49세,48.1,262.0,41.4,,5197.0,A(H1N1)pdm09
2020.0,3.0,50-64세,26.0,234.0,42.6,,1819.0,A(H1N1)pdm09
2020.0,3.0,65-69세,,,,76.6,,A(H1N1)pdm09
2020.0,3.0,65세 이상,,,,83.4,,A(H1N1)pdm09
2020.0,3.0,65세이상,10.8,502.0,36.2,,1641.0,A(H1N1)pdm09
2020.0,3.0,7-12세,86.3,305.0,55.2,,997.0,A(H1N1)pdm09
2020.0,3.0,70-74세,,,,85.0,,A(H1N1)pdm09
2020.0,3.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,3.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,4.0,0-6세,,,26.6,,,A(H1N1)pdm09
2020.0,4.0,0세,18.9,74.0,,,410.0,A(H1N1)pdm09
2020.0,4.0,1-6세,64.3,81.0,,,4566.0,A(H1N1)pdm09
2020.0,4.0,13-18세,52.1,21.0,60.0,,647.0,A(H1N1)pdm09
2020.0,4.0,19-49세,46.5,214.0,55.9,,7999.0,A(H1N1)pdm09
2020.0,4.0,50-64세,24.0,224.0,54.8,,3103.0,A(H1N1)pdm09
2020.0,4.0,65-69세,,,,76.6,,A(H1N1)pdm09
2020.0,4.0,65세 이상,,,,83.4,,A(H1N1)pdm09
2020.0,4.0,65세이상,11.0,409.0,36.6,,2393.0,A(H1N1)pdm09
2020.0,4.0,7-12세,65.9,208.0,57.1,,1483.0,A(H1N1)pdm09
2020.0,4.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,4.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,4.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,5.0,0-6세,,,38.0,,,A(H1N1)pdm09
2020.0,5.0,0세,22.8,56.0,,,260.0,A(H1N1)pdm09
2020.0,5.0,1-6세,39.2,84.0,,,2168.0,A(H1N1)pdm09
2020.0,5.0,13-18세,34.9,33.0,40.0,,409.0,A(H1N1)pdm09
2020.0,5.0,19-49세,32.5,209.0,44.4,,5252.0,A(H1N1)pdm09
2020.0,5.0,50-64세,16.8,223.0,45.9,,1976.0,A(H1N1)pdm09
2020.0,5.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,5.0,65세 이상,,,,83.4,,A(H1N1)pdm09
2020.0,5.0,65세이상,7.6,397.0,32.4,,1559.0,A(H1N1)pdm09
2020.0,5.0,7-12세,53.6,185.0,43.8,,797.0,A(H1N1)pdm09
2020.0,5.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,5.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,5.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,6.0,0-6세,,,17.4,,,A(H1N1)pdm09
2020.0,6.0,0세,7.6,17.0,,,60.0,A(H1N1)pdm09
2020.0,6.0,1-6세,27.2,28.0,,,577.0,A(H1N1)pdm09
2020.0,6.0,13-18세,23.1,18.0,30.8,,182.0,A(H1N1)pdm09
2020.0,6.0,19-49세,17.9,65.0,12.5,,1165.0,A(H1N1)pdm09
2020.0,6.0,50-64세,10.5,75.0,16.2,,427.0,A(H1N1)pdm09
2020.0,6.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,6.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,6.0,65세이상,5.0,226.0,7.7,,426.0,A(H1N1)pdm09
2020.0,6.0,7-12세,29.3,68.0,32.0,,240.0,A(H1N1)pdm09
2020.0,6.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,6.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,6.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,7.0,0-6세,,,23.8,,,A(H1N1)pdm09
2020.0,7.0,0세,7.3,5.0,,,25.0,A(H1N1)pdm09
2020.0,7.0,1-6세,18.7,21.0,,,233.0,A(H1N1)pdm09
2020.0,7.0,13-18세,10.5,5.0,16.7,,80.0,A(H1N1)pdm09
2020.0,7.0,19-49세,11.2,28.0,3.8,,464.0,A(H1N1)pdm09
2020.0,7.0,50-64세,7.7,47.0,6.7,,146.0,A(H1N1)pdm09
2020.0,7.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,7.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,7.0,65세이상,4.2,105.0,9.4,,182.0,A(H1N1)pdm09
2020.0,7.0,7-12세,25.4,35.0,38.1,,128.0,A(H1N1)pdm09
2020.0,7.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,7.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,7.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,8.0,0-6세,,,4.8,,,A(H1N1)pdm09
2020.0,8.0,0세,5.4,6.0,,,12.0,A(H1N1)pdm09
2020.0,8.0,1-6세,14.8,10.0,,,126.0,A(H1N1)pdm09
2020.0,8.0,13-18세,8.6,3.0,33.3,,39.0,A(H1N1)pdm09
2020.0,8.0,19-49세,8.7,16.0,2.4,,212.0,A(H1N1)pdm09
2020.0,8.0,50-64세,5.2,15.0,0.0,,70.0,A(H1N1)pdm09
2020.0,8.0,65-69세,,,,76.7,,A(H1N1)pdm09
2020.0,8.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,8.0,65세이상,2.8,53.0,0.0,,76.0,A(H1N1)pdm09
2020.0,8.0,7-12세,17.5,16.0,12.5,,76.0,A(H1N1)pdm09
2020.0,8.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,8.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,8.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,9.0,0-6세,,,3.4,,,A(H3N2)
2020.0,9.0,0세,4.5,5.0,,,6.0,A(H3N2)
2020.0,9.0,1-6세,12.4,2.0,,,49.0,A(H3N2)
2020.0,9.0,13-18세,3.6,1.0,0.0,,12.0,A(H3N2)
2020.0,9.0,19-49세,6.1,4.0,0.0,,118.0,A(H3N2)
2020.0,9.0,50-64세,4.4,10.0,0.0,,25.0,A(H3N2)
2020.0,9.0,65-69세,,,,76.7,,A(H3N2)
2020.0,9.0,65세 이상,,,,83.5,,A(H3N2)
2020.0,9.0,65세이상,2.3,36.0,0.0,,38.0,A(H3N2)
2020.0,9.0,7-12세,9.9,10.0,0.0,,22.0,A(H3N2)
2020.0,9.0,70-74세,,,,85.1,,A(H3N2)
2020.0,9.0,75세 이상,,,,87.4,,A(H3N2)
2020.0,9.0,연령미상,,,,,0.0,A(H3N2)
2020.0,10.0,0-6세,,,2.2,,,B
2020.0,10.0,0세,3.3,2.0,,,3.0,B
2020.0,10.0,1-6세,7.3,6.0,,,11.0,B
2020.0,10.0,13-18세,2.1,1.0,0.0,,4.0,B
2020.0,10.0,19-49세,4.1,4.0,0.0,,41.0,B
2020.0,10.0,50-64세,4.0,6.0,0.0,,11.0,B
2020.0,10.0,65-69세,,,,76.7,,B
2020.0,10.0,65세 이상,,,,83.5,,B
2020.0,10.0,65세이상,1.8,11.0,0.0,,23.0,B
2020.0,10.0,7-12세,3.0,1.0,0.0,,3.0,B
2020.0,10.0,70-74세,,,,85.1,,B
2020.0,10.0,75세 이상,,,,87.4,,B
2020.0,10.0,연령미상,,,,,0.0,B
2020.0,11.0,0-6세,,,0.0,,,A(H1N1)pdm09
2020.0,11.0,0세,1.0,0.0,,,2.0,A(H1N1)pdm09
2020.0,11.0,1-6세,4.0,2.0,,,10.0,A(H1N1)pdm09
2020.0,11.0,13-18세,2.3,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,11.0,19-49세,3.5,1.0,0.0,,24.0,A(H1N1)pdm09
2020.0,11.0,50-64세,3.0,4.0,0.0,,12.0,A(H1N1)pdm09
2020.0,11.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,11.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,11.0,65세이상,1.7,15.0,0.0,,20.0,A(H1N1)pdm09
2020.0,11.0,7-12세,5.1,3.0,0.0,,4.0,A(H1N1)pdm09
2020.0,11.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,11.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,11.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,12.0,0-6세,,,0.0,,,A(H1N1)pdm09
2020.0,12.0,0세,1.6,1.0,,,2.0,A(H1N1)pdm09
2020.0,12.0,1-6세,5.7,2.0,,,10.0,A(H1N1)pdm09
2020.0,12.0,13-18세,3.2,1.0,0.0,,7.0,A(H1N1)pdm09
2020.0,12.0,19-49세,4.4,2.0,0.0,,17.0,A(H1N1)pdm09
2020.0,12.0,50-64세,2.7,3.0,0.0,,8.0,A(H1N1)pdm09
2020.0,12.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,12.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,12.0,65세이상,1.8,10.0,0.0,,19.0,A(H1N1)pdm09
2020.0,12.0,7-12세,1.9,2.0,0.0,,2.0,A(H1N1)pdm09
2020.0,12.0,70-74세,,,,85.1,,A(H1N1)pdm09
2020.0,12.0,75세 이상,,,,87.4,,A(H1N1)pdm09
2020.0,12.0,연령미상,,,,,0.0,A(H1N1)pdm09
2020.0,13.0,0-6세,,,0.0,,,A(H1N1)pdm09
2020.0,13.0,0세,2.6,0.0,,,2.0,A(H1N1)pdm09
2020.0,13.0,1-6세,4.6,2.0,,,8.0,A(H1N1)pdm09
2020.0,13.0,13-18세,3.8,0.0,0.0,,3.0,A(H1N1)pdm09
2020.0,13.0,19-49세,4.3,0.0,0.0,,21.0,A(H1N1)pdm09
2020.0,13.0,50-64세,2.0,4.0,0.0,,5.0,A(H1N1)pdm09
2020.0,13.0,65-69세,,,,76.8,,A(H1N1)pdm09
2020.0,13.0,65세 이상,,,,83.5,,A(H1N1)pdm09
2020.0,13.0,65세이상,1.4,6.0,0.0,,23.0,A(H1N1)pdm09
2020.0,13.0,7-12세,2.5,1.0,0.0,,2.0,A(H1N1)pdm09
